phase,previous_operation,frame_ms,cpu_ms,gpu_ms,gc_alloc_bytes,draw_calls,timing_timestamp,timing_main_ms,timing_render_ms,timing_present_wait_ms,loop_ns,scripts_ns,gui_ns,gc_ns,present_ns,render_wait_ns
walking,0,16.6572,16.6782,2.2016,10234,237,814422962683,2.4998,1.8888,14.1515,16623900,82900,413500,0,1800,0
walking,0,16.6699,16.6531,1.6896,10234,234,814423129465,2.2622,1.6383,14.3689,16656100,81200,244500,0,1700,0
walking,0,16.6670,17.0366,1.6579,16626,233,814423295996,2.4260,0.9953,14.5894,16647300,78300,553000,0,1600,0
walking,0,16.6669,16.6405,1.6783,10234,230,814423466362,2.3070,0.9561,14.3170,16647300,79200,375100,0,1600,0
walking,0,16.6671,16.6736,1.9743,10234,228,814423632767,1.7927,0.8215,14.8636,16650800,78500,369600,0,1700,0
walking,0,16.6712,16.6681,1.6323,10234,228,814423799503,1.9876,0.8898,14.6599,16785400,81800,2207700,1038700,1900,0
walking,0,16.6645,16.6644,1.5596,10234,225,814423966184,2.1688,1.1615,14.4787,16494400,105700,359100,0,2700,0
walking,0,16.6644,16.6677,1.6343,16626,223,814424132828,2.0651,1.2203,14.5859,16641600,84300,1010900,0,1700,0
walking,0,16.6676,16.8139,1.5493,10234,215,814424299505,3.5114,1.3549,13.2742,16648700,82800,269700,0,1700,0
walking,0,16.6690,16.5259,1.8555,10234,218,814424467644,3.0012,1.1652,13.4934,16653200,78300,275800,0,1600,0
walking,0,16.6660,16.6600,1.6486,10234,216,814424632903,2.9608,0.9614,13.6809,16646600,102800,672800,0,2200,0
walking,0,16.6661,16.6672,1.6374,10234,216,814424799503,2.3735,0.7836,14.2753,16647300,85600,247300,0,1500,0
walking,0,16.6693,16.6713,1.6896,16626,213,814424966175,2.2656,1.2179,14.3880,16652000,77400,648100,0,1900,0
walking,0,16.6642,16.6649,1.6353,10234,211,814425132888,3.1948,0.7348,13.4521,16644700,81200,251800,0,1900,0
walking,0,16.6683,16.6650,1.8852,10234,208,814425299537,2.1743,0.9495,14.4732,16654700,76100,261400,0,1200,0
