phase,previous_operation,frame_ms,cpu_ms,gpu_ms,gc_alloc_bytes,draw_calls
walking,0,1.8722,1.4801,0.0000,112,79
walking,0,1.6099,1.8721,0.0000,112,80
walking,0,1.4758,1.8116,0.0000,112,80
walking,0,2.3466,1.8706,0.0000,112,80
walking,0,1.8051,1.6095,0.0000,112,80
walking,0,1.8072,1.4759,0.0000,112,80
walking,0,1.8729,2.3474,0.0000,112,80
walking,0,1.9590,1.8040,0.0000,112,80
walking,0,1.9619,1.8085,0.0000,112,80
walking,0,1.8399,1.8745,0.0000,112,80
walking,0,1.8794,1.9574,0.0000,112,80
walking,0,1.7011,1.9607,0.0000,112,80
walking,0,1.9268,1.8417,0.0000,112,79
walking,0,2.0509,1.8782,0.0000,112,80
walking,0,2.0718,1.7017,0.0000,112,80
walking,0,1.8147,1.9270,0.0000,112,80
walking,0,1.8560,2.0515,0.0000,112,80
walking,0,2.1323,2.0712,0.0000,112,79
walking,0,1.9268,1.8149,0.0000,112,80
walking,0,1.6943,1.8555,0.0000,112,80
walking,0,1.7120,2.2246,0.0000,112,80
walking,0,1.9144,1.8346,0.0000,112,80
walking,0,1.8620,1.6935,0.0000,112,80
walking,0,1.7776,1.7126,0.0000,112,80
walking,0,1.9508,1.9145,0.0000,112,80
walking,0,10.7656,1.8623,0.0000,112,80
walking,0,3.2159,1.7772,0.0000,112,80
walking,0,2.1502,1.9506,0.0000,112,78
walking,0,1.5348,10.7742,0.0000,112,80
walking,0,1.6834,3.2124,0.0000,112,80
walking,0,1.7548,2.1461,0.0000,112,80
walking,0,1.6693,1.5319,0.0000,112,80
walking,0,2.1021,1.6835,0.0000,112,80
walking,0,2.5928,1.7571,0.0000,112,80
walking,0,1.8304,1.6668,0.0000,112,80
walking,0,1.6142,2.1089,0.0000,112,80
walking,0,1.8308,2.5896,0.0000,112,80
walking,0,1.8402,1.8294,0.0000,112,80
walking,0,1.6096,1.6133,0.0000,112,80
walking,0,1.6908,1.8305,0.0000,112,80
walking,0,1.5283,1.8403,0.0000,112,80
walking,0,1.1379,1.6089,0.0000,112,80
walking,0,1.7717,1.6911,0.0000,112,80
walking,0,2.1567,1.5268,0.0000,112,80
walking,0,1.7148,1.1376,0.0000,112,80
walking,0,1.5836,1.7740,0.0000,112,79
walking,0,1.6379,2.1583,0.0000,112,80
walking,0,2.0366,1.7114,0.0000,112,80
walking,0,1.5846,1.5841,0.0000,112,80
walking,0,2.1801,1.6385,0.0000,112,80
walking,0,1.6689,2.0503,0.0000,112,80
walking,0,1.8683,1.5695,0.0000,112,80
walking,0,1.7408,2.1825,0.0000,112,80
walking,0,2.3142,1.6680,0.0000,112,80
walking,0,1.5520,1.8693,0.0000,112,80
walking,0,8.1048,1.7396,0.0000,112,80
walking,0,1.9894,2.3154,0.0000,112,80
walking,0,1.2921,1.5513,0.0000,112,80
walking,0,1.5341,8.1107,0.0000,112,80
walking,0,1.6319,1.9844,0.0000,112,79
walking,0,1.7974,1.2907,0.0000,112,80
walking,0,1.7148,1.5344,0.0000,112,80
walking,0,1.6446,1.6319,0.0000,112,80
walking,0,1.7611,1.7976,0.0000,112,80
walking,0,1.5201,1.7574,0.0000,112,80
walking,0,1.5408,1.6024,0.0000,112,80
walking,0,1.8754,1.7593,0.0000,112,80
walking,0,1.9244,1.5200,0.0000,112,80
walking,0,1.3743,1.5406,0.0000,112,80
walking,0,1.6844,1.8794,0.0000,112,78
walking,0,2.2377,1.9223,0.0000,112,80
walking,0,1.7929,1.3730,0.0000,112,80
walking,0,2.2881,1.6844,0.0000,112,80
walking,0,2.2452,2.2400,0.0000,112,80
walking,0,2.3343,1.7916,0.0000,112,80
walking,0,1.8816,2.2882,0.0000,112,80
walking,0,1.9768,2.2457,0.0000,112,80
walking,0,2.5538,2.3352,0.0000,112,80
walking,0,1.8546,1.8814,0.0000,112,80
walking,0,1.8507,1.9781,0.0000,112,80
walking,0,2.5367,2.5551,0.0000,112,80
walking,0,3.0453,1.8518,0.0000,112,80
walking,0,1.8374,1.8498,0.0000,112,80
walking,0,2.0176,2.5388,0.0000,112,80
walking,0,1.7295,3.0450,0.0000,112,80
walking,0,1.7728,1.8341,0.0000,112,79
walking,0,2.4568,2.0200,0.0000,112,80
walking,0,1.6373,1.7285,0.0000,112,80
walking,0,1.6653,1.7736,0.0000,112,80
walking,0,1.5346,2.4568,0.0000,112,80
walking,0,1.8876,1.6365,0.0000,112,80
walking,0,1.5609,1.6642,0.0000,112,80
walking,0,1.3091,1.5336,0.0000,112,80
walking,0,2.1274,1.8899,0.0000,112,80
walking,0,2.2960,1.5606,0.0000,112,80
walking,0,1.7629,1.3089,0.0000,112,80
walking,0,1.6317,2.1400,0.0000,112,80
walking,0,1.5842,2.2834,0.0000,112,80
walking,0,1.6885,1.7637,0.0000,112,80
walking,0,1.7888,1.6302,0.0000,112,80
walking,0,1.4968,1.5835,0.0000,112,80
walking,0,1.5926,1.6907,0.0000,112,80
walking,0,1.6304,1.7876,0.0000,112,80
walking,0,1.5283,1.4954,0.0000,112,80
walking,0,2.1950,1.5937,0.0000,112,80
walking,0,1.6534,1.6295,0.0000,112,80
walking,0,2.2082,1.5303,0.0000,112,80
walking,0,1.6922,2.1948,0.0000,112,80
walking,0,11.2578,1.6521,0.0000,112,80
walking,0,2.2369,2.2109,0.0000,112,80
walking,0,1.4098,1.6903,0.0000,112,80
walking,0,1.8443,11.2644,0.0000,112,80
walking,0,1.8622,2.2315,0.0000,112,80
walking,0,2.2363,1.4092,0.0000,112,80
walking,0,1.5603,1.8450,0.0000,112,80
walking,0,1.5517,1.8623,0.0000,112,80
walking,0,1.7360,2.2352,0.0000,112,80
walking,0,1.8705,1.5597,0.0000,112,80
walking,0,1.3670,1.5510,0.0000,112,80
walking,0,1.6283,1.7389,0.0000,112,80
walking,0,2.1431,1.8701,0.0000,112,80
walking,0,1.6508,1.3986,0.0000,112,79
walking,0,1.8107,1.5959,0.0000,112,80
walking,0,1.5340,2.1438,0.0000,112,80
walking,0,1.4910,1.6491,0.0000,112,80
walking,0,1.7596,1.8117,0.0000,112,80
walking,0,1.6674,1.5315,0.0000,112,80
walking,0,1.6040,1.4930,0.0000,112,80
walking,0,1.6773,1.7600,0.0000,112,79
walking,0,1.5640,1.6666,0.0000,112,80
walking,0,1.9292,1.6030,0.0000,112,80
walking,0,1.5863,1.6794,0.0000,112,80
walking,0,1.7936,1.5634,0.0000,112,80
walking,0,1.9343,1.9284,0.0000,112,80
walking,0,2.2269,1.6246,0.0000,112,80
walking,0,1.7186,1.7556,0.0000,112,80
walking,0,2.3684,1.9350,0.0000,112,80
walking,0,1.8584,2.2263,0.0000,112,80
walking,0,9.4684,1.7177,0.0000,112,80
walking,0,3.3393,2.3719,0.0000,112,80
walking,0,1.8291,1.8561,0.0000,112,74
walking,0,1.3176,9.4714,0.0000,112,74
walking,0,1.4900,3.3382,0.0000,112,74
walking,0,1.8758,1.8279,0.0000,112,74
walking,0,1.5121,1.3155,0.0000,112,74
walking,0,2.1693,1.4903,0.0000,112,74
walking,0,1.8055,1.8776,0.0000,112,73
walking,0,1.4388,1.5111,0.0000,112,74
walking,0,1.6207,2.1686,0.0000,112,74
walking,0,1.5254,1.8072,0.0000,112,74
walking,0,1.5965,1.4387,0.0000,112,74
walking,0,1.9060,1.6191,0.0000,112,74
walking,0,1.8457,1.5262,0.0000,112,74
walking,0,1.7726,1.5972,0.0000,112,74
walking,0,1.9425,1.9063,0.0000,112,74
walking,0,2.0165,1.8457,0.0000,112,74
walking,0,1.7366,1.7728,0.0000,112,74
walking,0,1.6473,1.9428,0.0000,112,74
walking,0,1.7120,2.0285,0.0000,112,74
walking,0,2.2339,1.7239,0.0000,112,74
walking,0,2.2779,1.6462,0.0000,112,74
walking,0,1.5784,1.7126,0.0000,112,74
walking,0,2.3915,2.2353,0.0000,112,74
walking,0,1.5871,2.2762,0.0000,112,74
walking,0,2.2014,1.5784,0.0000,112,74
walking,0,1.7956,2.3915,0.0000,112,74
walking,0,2.2247,1.5876,0.0000,112,74
walking,0,1.6433,2.2023,0.0000,112,74
walking,0,1.5367,1.7949,0.0000,112,74
walking,0,12.4676,2.2370,0.0000,112,74
walking,0,2.8415,1.6302,0.0000,112,74
walking,0,1.6333,1.5354,0.0000,112,74
walking,0,1.7964,12.4766,0.0000,112,74
walking,0,2.2057,2.8384,0.0000,112,74
walking,0,2.1971,1.6630,0.0000,112,74
walking,0,1.9388,1.7637,0.0000,112,74
walking,0,1.8270,2.2049,0.0000,112,74
walking,0,1.9971,2.1972,0.0000,112,74
walking,0,1.7468,1.9388,0.0000,112,74
walking,0,1.8439,1.8671,0.0000,112,74
walking,0,1.7679,1.9584,0.0000,112,74
walking,0,1.6761,1.7477,0.0000,112,74
walking,0,1.8549,1.8425,0.0000,112,74
walking,0,1.7416,1.7668,0.0000,112,74
walking,0,1.7271,1.6796,0.0000,112,73
walking,0,2.1834,1.8547,0.0000,112,74
walking,0,2.6072,1.7397,0.0000,112,74
walking,0,1.9024,1.7268,0.0000,112,74
walking,0,1.8409,2.1860,0.0000,112,74
walking,0,2.4473,2.6063,0.0000,112,74
walking,0,2.4826,1.8990,0.0000,112,74
walking,0,1.4646,1.8425,0.0000,112,74
walking,0,2.0618,2.4476,0.0000,112,74
walking,0,1.6911,2.4838,0.0000,112,74
walking,0,1.7579,1.4627,0.0000,112,74
walking,0,1.5926,2.0626,0.0000,112,74
walking,0,2.1696,1.6904,0.0000,112,74
walking,0,2.1527,1.7575,0.0000,112,72
walking,0,2.0127,1.5909,0.0000,112,72
walking,0,2.5215,2.1720,0.0000,112,71
walking,0,12.8423,2.1541,0.0000,112,72
walking,0,2.4696,2.0110,0.0000,112,72
walking,0,2.2307,2.5227,0.0000,112,72
walking,0,2.4997,12.8506,0.0000,112,71
walking,0,2.0765,2.4622,0.0000,112,72
walking,0,1.6941,2.2297,0.0000,112,72
walking,0,2.5730,2.5000,0.0000,112,72
walking,0,2.4667,2.0758,0.0000,112,72
walking,0,1.4416,1.6923,0.0000,112,72
walking,0,2.0965,2.5907,0.0000,112,72
walking,0,2.1967,2.4518,0.0000,112,72
walking,0,2.1583,1.5861,0.0000,112,72
walking,0,1.6927,1.9593,0.0000,112,72
walking,0,2.1145,2.1886,0.0000,112,72
walking,0,2.0194,2.1569,0.0000,112,72
walking,0,1.8501,1.6943,0.0000,112,72
walking,0,1.8794,2.1136,0.0000,112,72
walking,0,2.2181,2.0329,0.0000,112,72
walking,0,1.7854,1.8356,0.0000,112,72
walking,0,2.1553,1.8807,0.0000,112,72
walking,0,1.6108,2.2179,0.0000,112,72
walking,0,1.8414,1.7890,0.0000,112,72
walking,0,1.7204,2.1506,0.0000,112,72
walking,0,1.6013,1.6115,0.0000,112,72
walking,0,1.6144,1.8419,0.0000,112,72
walking,0,1.8586,1.7195,0.0000,112,72
walking,0,1.6309,1.6009,0.0000,112,72
walking,0,1.6670,1.6146,0.0000,112,72
walking,0,2.0891,1.8606,0.0000,112,72
walking,0,1.8763,1.6661,0.0000,112,72
walking,0,2.0993,1.6296,0.0000,112,72
walking,0,2.0256,2.0901,0.0000,112,72
walking,0,2.0095,1.8750,0.0000,112,72
walking,0,1.8378,2.0989,0.0000,112,72
walking,0,1.5270,2.0249,0.0000,112,72
walking,0,1.4353,2.0109,0.0000,112,72
walking,0,2.2856,1.8375,0.0000,112,72
walking,0,1.7551,1.5260,0.0000,112,72
walking,0,1.6038,1.4349,0.0000,112,72
walking,0,10.6919,2.2910,0.0000,112,72
walking,0,2.3280,1.7508,0.0000,112,72
walking,0,2.7927,1.6033,0.0000,10780,72
walking,0,1.5511,10.6997,0.0000,112,274
walking,0,2.0327,2.3228,0.0000,112,275
walking,0,1.8438,2.7921,0.0000,112,274
walking,0,1.8804,1.5513,0.0000,112,274
walking,0,2.6224,2.0313,0.0000,112,275
walking,0,2.2784,1.8441,0.0000,112,275
walking,0,2.0680,1.8813,0.0000,112,275
walking,0,1.9170,2.6228,0.0000,112,271
walking,0,2.1863,2.2775,0.0000,112,269
walking,0,1.8424,2.0675,0.0000,112,269
walking,0,2.5748,1.9173,0.0000,112,271
walking,0,2.2933,2.1865,0.0000,112,270
walking,0,1.8552,1.8419,0.0000,112,271
walking,0,1.6524,2.5759,0.0000,112,270
walking,0,1.9545,2.2923,0.0000,112,271
walking,0,1.6524,1.8544,0.0000,112,271
walking,0,2.4424,1.6519,0.0000,112,269
walking,0,2.3580,1.9546,0.0000,112,270
walking,0,2.0308,1.6517,0.0000,112,271
walking,0,1.9174,2.4429,0.0000,112,271
walking,0,2.2834,2.3633,0.0000,112,271
walking,0,1.8436,2.0281,0.0000,112,272
walking,0,2.5793,1.9165,0.0000,112,272
walking,0,2.2643,2.2840,0.0000,112,271
walking,0,1.9417,1.8431,0.0000,112,272
walking,0,2.1387,2.5790,0.0000,112,272
walking,0,2.1022,2.2655,0.0000,112,272
walking,0,3.0443,1.9415,0.0000,112,271
walking,0,2.3517,2.1374,0.0000,112,270
walking,0,2.4150,2.1023,0.0000,112,272
walking,0,1.5720,3.0462,0.0000,112,272
walking,0,2.2656,2.3505,0.0000,112,271
walking,0,2.3246,2.4162,0.0000,112,272
walking,0,2.3607,1.5697,0.0000,112,269
walking,0,2.3062,2.2676,0.0000,112,269
walking,0,1.9997,2.3255,0.0000,112,269
walking,0,2.4733,2.3609,0.0000,112,268
walking,0,2.3940,2.3036,0.0000,112,269
walking,0,2.1858,2.0012,0.0000,112,269
walking,0,2.2603,2.4746,0.0000,112,268
walking,0,2.0270,2.3930,0.0000,112,269
walking,0,2.1300,2.1853,0.0000,112,267
walking,0,2.1295,2.2600,0.0000,112,261
walking,0,2.2360,2.0274,0.0000,112,269
walking,0,2.1172,2.1303,0.0000,112,269
walking,0,2.6512,2.1308,0.0000,112,269
walking,0,2.1525,2.2335,0.0000,112,268
walking,0,2.2064,2.1170,0.0000,112,269
walking,0,2.6121,2.6540,0.0000,112,265
walking,0,2.1556,2.1516,0.0000,112,269
walking,0,2.0665,2.2046,0.0000,112,268
walking,0,2.7428,2.6146,0.0000,112,269
walking,0,2.3045,2.1535,0.0000,112,269
walking,0,1.9672,2.0664,0.0000,112,269
walking,0,2.4756,2.7450,0.0000,112,269
walking,0,2.1990,2.3028,0.0000,112,269
walking,0,1.9915,1.9675,0.0000,112,269
walking,0,3.0659,2.4765,0.0000,112,267
walking,0,2.4664,2.1984,0.0000,112,268
walking,0,1.6173,1.9917,0.0000,112,268
walking,0,2.1377,3.0668,0.0000,112,266
walking,0,2.1228,2.4664,0.0000,112,268
walking,0,1.9836,1.6159,0.0000,112,266
walking,0,2.2396,2.1383,0.0000,112,267
walking,0,2.3704,2.1208,0.0000,112,268
walking,0,2.2141,1.9853,0.0000,112,268
walking,0,1.8931,2.2417,0.0000,112,267
walking,0,2.2028,2.3691,0.0000,112,268
walking,0,2.3625,2.2139,0.0000,112,268
walking,0,2.1027,1.8924,0.0000,112,268
walking,0,2.1774,2.2041,0.0000,112,268
walking,0,2.0232,2.3613,0.0000,112,268
walking,0,1.9170,2.1004,0.0000,112,267
walking,0,2.5704,2.1797,0.0000,112,266
walking,0,2.1682,2.0220,0.0000,112,268
walking,0,1.8412,1.9165,0.0000,112,266
walking,0,2.3108,2.5716,0.0000,112,267
walking,0,1.8160,2.1678,0.0000,112,268
walking,0,2.1773,1.8395,0.0000,112,261
walking,0,1.9918,2.3122,0.0000,112,265
walking,0,2.2732,1.8148,0.0000,112,268
walking,0,1.9618,2.1795,0.0000,112,266
walking,0,1.9378,1.9906,0.0000,112,267
walking,0,2.1017,2.2742,0.0000,112,268
walking,0,1.8481,1.9607,0.0000,112,268
walking,0,1.8847,1.9371,0.0000,112,268
walking,0,1.7512,2.1029,0.0000,112,267
walking,0,1.5718,1.8468,0.0000,112,266
walking,0,13.4350,1.8852,0.0000,112,267
walking,0,2.6280,1.7524,0.0000,112,268
walking,0,1.5251,1.5701,0.0000,112,267
walking,0,2.2910,13.4468,0.0000,112,267
walking,0,1.8474,2.6201,0.0000,112,265
walking,0,1.9828,1.5214,0.0000,112,266
walking,0,1.8270,2.2922,0.0000,112,266
walking,0,1.8349,1.8465,0.0000,112,266
walking,0,1.9632,1.9823,0.0000,112,267
walking,0,1.3421,1.8256,0.0000,112,267
walking,0,1.9455,1.8370,0.0000,112,267
walking,0,1.8589,1.9617,0.0000,112,270
walking,0,1.8540,1.3425,0.0000,112,269
walking,0,1.8961,1.9467,0.0000,112,269
walking,0,2.1030,1.8597,0.0000,112,266
walking,0,1.8469,1.8531,0.0000,112,269
walking,0,1.8414,1.8952,0.0000,112,267
walking,0,1.9052,2.1039,0.0000,112,268
walking,0,2.5406,1.8466,0.0000,112,268
walking,0,2.0253,1.8398,0.0000,112,268
walking,0,1.8680,1.9054,0.0000,112,268
walking,0,2.4196,2.5425,0.0000,112,267
walking,0,1.7066,2.0256,0.0000,112,268
walking,0,2.5106,1.8669,0.0000,112,268
walking,0,1.5501,2.4197,0.0000,112,268
walking,0,3.7473,1.7071,0.0000,11324,264
walking,0,2.0078,2.5091,0.0000,112,564
walking,0,21.9451,1.5495,0.0000,112,564
walking,0,3.6920,3.7518,0.0000,112,564
walking,0,3.0505,2.0057,0.0000,112,564
walking,0,3.2689,21.9550,0.0000,112,564
walking,0,3.0331,3.6839,0.0000,112,564
walking,0,3.0243,3.0629,0.0000,112,564
walking,0,2.7899,3.2583,0.0000,112,556
walking,0,2.4716,3.0304,0.0000,112,564
walking,0,2.0305,3.0247,0.0000,112,564
walking,0,3.7500,2.7895,0.0000,112,562
walking,0,3.5094,2.4859,0.0000,112,564
walking,0,4.2649,2.0160,0.0000,112,564
walking,0,2.6887,3.7513,0.0000,112,563
walking,0,2.9469,3.5100,0.0000,112,564
walking,0,1.8221,4.2659,0.0000,112,563
walking,0,2.7087,2.6865,0.0000,112,564
walking,0,2.8266,2.9452,0.0000,112,564
walking,0,3.2078,1.8222,0.0000,112,564
walking,0,3.5889,2.7106,0.0000,112,563
walking,0,3.0208,2.8240,0.0000,112,563
walking,0,1.9230,3.2100,0.0000,112,563
walking,0,2.8254,3.5894,0.0000,112,562
walking,0,3.0367,3.0203,0.0000,112,562
walking,0,3.4398,1.9216,0.0000,112,562
walking,0,2.9171,2.8265,0.0000,112,564
walking,0,1.8828,3.0366,0.0000,112,563
walking,0,3.3945,3.4390,0.0000,112,564
walking,0,3.7105,2.9182,0.0000,112,564
walking,0,2.6621,1.8810,0.0000,112,564
walking,0,2.1509,3.3948,0.0000,112,564
walking,0,4.2298,3.7133,0.0000,112,562
walking,0,2.8936,2.6599,0.0000,112,563
walking,0,2.7763,2.1497,0.0000,112,566
walking,0,2.6704,4.2323,0.0000,112,564
walking,0,2.8248,2.8937,0.0000,112,565
walking,0,2.0140,2.7748,0.0000,112,563
walking,0,2.6701,2.6712,0.0000,112,564
walking,0,2.8251,2.8251,0.0000,112,562
walking,0,3.5758,2.0140,0.0000,112,563
walking,0,3.1902,2.6693,0.0000,112,564
walking,0,3.1605,2.8258,0.0000,112,565
walking,0,3.1166,3.5760,0.0000,112,564
walking,0,1.9173,3.1914,0.0000,112,562
walking,0,2.7743,3.1602,0.0000,112,562
walking,0,2.7938,3.1152,0.0000,112,566
walking,0,3.8192,1.9170,0.0000,112,565
walking,0,3.3787,2.7743,0.0000,112,566
walking,0,2.7756,2.7955,0.0000,112,566
walking,0,1.8725,3.8200,0.0000,112,566
walking,0,2.8961,3.3769,0.0000,112,566
walking,0,2.6636,2.7752,0.0000,112,565
walking,0,2.7049,1.8722,0.0000,112,566
walking,0,2.7915,2.8961,0.0000,112,563
walking,0,2.9835,2.6623,0.0000,112,563
walking,0,3.1671,2.7057,0.0000,112,566
walking,0,4.2368,2.7927,0.0000,112,564
walking,0,3.7572,2.9843,0.0000,112,564
walking,0,3.1016,3.1665,0.0000,112,566
walking,0,2.6431,4.2418,0.0000,112,566
walking,0,1.7482,3.7522,0.0000,112,562
walking,0,3.1635,3.1033,0.0000,112,566
walking,0,2.8062,2.6405,0.0000,112,566
walking,0,4.1919,1.7457,0.0000,112,566
walking,0,2.7053,3.1681,0.0000,112,566
walking,0,2.2781,2.8021,0.0000,112,563
walking,0,2.8639,4.1955,0.0000,112,566
walking,0,3.3706,2.7033,0.0000,112,565
walking,0,2.8948,2.2779,0.0000,112,564
walking,0,2.4999,2.8655,0.0000,112,565
walking,0,3.1570,3.3697,0.0000,112,564
walking,0,2.5476,2.8939,0.0000,112,565
walking,0,1.8458,2.4984,0.0000,112,566
walking,0,2.7526,3.1595,0.0000,112,561
walking,0,2.6163,2.5465,0.0000,112,566
walking,0,2.9024,1.8460,0.0000,112,566
walking,0,3.6891,2.7537,0.0000,112,566
walking,0,3.0629,2.6156,0.0000,112,563
walking,0,2.0820,2.9033,0.0000,112,564
walking,0,2.7839,3.6888,0.0000,112,565
walking,0,4.3077,3.0638,0.0000,112,565
walking,0,2.8927,2.0802,0.0000,112,561
walking,0,2.9765,2.7852,0.0000,112,566
walking,0,1.9472,4.3095,0.0000,112,566
walking,0,2.6049,2.8896,0.0000,112,566
walking,0,2.7992,2.9783,0.0000,112,566
walking,0,3.4169,1.9453,0.0000,112,558
walking,0,2.6093,2.6049,0.0000,112,558
walking,0,1.9418,2.8015,0.0000,112,560
walking,0,2.5792,3.4148,0.0000,112,557
walking,0,2.9352,2.6097,0.0000,112,558
walking,0,3.0983,1.9415,0.0000,112,558
walking,0,3.4823,2.5782,0.0000,112,558
walking,0,2.5929,2.9372,0.0000,112,553
walking,0,1.9166,3.0985,0.0000,112,547
walking,0,2.7023,3.4822,0.0000,112,541
walking,0,3.0706,2.5909,0.0000,112,553
walking,0,2.8178,1.9155,0.0000,112,553
walking,0,2.7031,2.7048,0.0000,112,552
walking,0,2.7847,3.0709,0.0000,112,552
walking,0,3.2564,2.8175,0.0000,112,553
walking,0,2.9266,2.7036,0.0000,112,553
walking,0,2.8721,2.7831,0.0000,112,553
walking,0,3.0455,3.2602,0.0000,112,547
walking,0,3.7877,2.9258,0.0000,112,551
walking,0,3.2473,2.8728,0.0000,112,548
walking,0,2.0244,3.0538,0.0000,112,553
walking,0,3.0083,3.7824,0.0000,112,552
walking,0,2.8276,3.2442,0.0000,112,554
walking,0,2.7010,2.0198,0.0000,112,554
walking,0,2.7928,3.0113,0.0000,112,553
walking,0,2.9650,2.8266,0.0000,112,554
walking,0,2.8357,2.7122,0.0000,112,553
walking,0,3.0408,2.7820,0.0000,112,554
walking,0,2.6055,2.9651,0.0000,112,554
walking,0,2.8999,2.8368,0.0000,112,548
walking,0,3.0433,3.0389,0.0000,112,549
walking,0,3.4039,2.6063,0.0000,112,550
walking,0,3.8270,2.9025,0.0000,112,550
walking,0,3.1851,3.0413,0.0000,112,549
walking,0,1.8078,3.4047,0.0000,112,545
walking,0,2.7247,3.8254,0.0000,112,546
walking,0,2.8917,3.1852,0.0000,112,545
walking,0,2.6542,1.8051,0.0000,112,548
walking,0,3.0195,2.7303,0.0000,112,548
walking,0,2.8010,2.8883,0.0000,112,547
walking,0,3.0718,2.6540,0.0000,112,547
walking,0,3.9159,3.0183,0.0000,112,546
walking,0,3.4577,2.8030,0.0000,112,548
walking,0,2.8421,3.0708,0.0000,112,547
walking,0,3.6821,3.9192,0.0000,112,548
walking,0,3.4823,3.4610,0.0000,112,548
walking,0,3.0193,2.8397,0.0000,112,547
walking,0,3.5925,3.6841,0.0000,112,548
walking,0,3.8774,3.4780,0.0000,112,548
walking,0,3.4259,3.0218,0.0000,112,546
walking,0,3.4097,3.5914,0.0000,112,548
walking,0,2.1775,3.8775,0.0000,112,548
walking,0,3.7058,3.4259,0.0000,112,548
walking,0,3.2041,3.4117,0.0000,112,548
walking,0,2.8311,2.1744,0.0000,112,548
walking,0,3.4146,3.7060,0.0000,112,547
walking,0,2.8214,3.2042,0.0000,112,548
walking,0,4.3696,2.8298,0.0000,112,545
walking,0,3.0197,3.4195,0.0000,112,548
walking,0,2.1518,2.8317,0.0000,112,548
walking,0,3.7362,4.3579,0.0000,112,548
walking,0,4.7351,3.0164,0.0000,112,548
walking,0,3.2540,2.1523,0.0000,112,548
walking,0,2.4728,3.7355,0.0000,112,547
walking,0,2.9425,4.7423,0.0000,112,544
walking,0,3.6165,3.2468,0.0000,112,547
walking,0,2.8658,2.4725,0.0000,112,548
walking,0,2.5692,2.9430,0.0000,112,546
walking,0,2.0781,3.6257,0.0000,112,544
walking,0,3.1170,2.8561,0.0000,112,548
walking,0,3.7681,2.5689,0.0000,112,547
walking,0,3.0488,2.0786,0.0000,112,545
walking,0,1.9386,3.1176,0.0000,112,544
walking,0,2.9127,3.7686,0.0000,112,542
walking,0,2.9603,3.0473,0.0000,112,542
walking,0,2.9679,1.9384,0.0000,112,542
walking,0,3.8369,2.9145,0.0000,112,541
walking,0,3.4188,2.9580,0.0000,112,542
walking,0,2.8482,2.9692,0.0000,112,536
walking,0,1.9632,3.8357,0.0000,112,541
walking,0,3.0435,3.4197,0.0000,112,539
walking,0,2.9192,2.8479,0.0000,112,542
walking,0,3.0021,1.9713,0.0000,112,538
walking,0,3.8693,3.0354,0.0000,112,540
walking,0,3.1187,2.9179,0.0000,112,540
walking,0,1.8635,3.0038,0.0000,112,540
walking,0,2.5624,3.8724,0.0000,112,537
walking,0,3.0813,3.1156,0.0000,112,537
walking,0,2.8255,1.8625,0.0000,112,536
walking,0,4.5463,2.5620,0.0000,112,532
walking,0,3.1640,3.0828,0.0000,112,537
walking,0,2.1565,2.8239,0.0000,112,535
walking,0,2.6646,4.5522,0.0000,112,533
walking,0,3.0700,3.1595,0.0000,112,537
walking,0,4.2278,2.1541,0.0000,112,537
walking,0,2.9227,2.6666,0.0000,112,530
walking,0,2.0156,3.0721,0.0000,112,529
walking,0,2.7321,4.2291,0.0000,112,525
walking,0,3.4988,2.9193,0.0000,112,530
walking,0,3.9054,2.0137,0.0000,112,530
walking,0,2.9346,2.7338,0.0000,112,529
walking,0,2.1202,3.4992,0.0000,112,525
walking,0,2.5474,3.9044,0.0000,112,520
walking,0,2.9684,2.9377,0.0000,112,525
walking,0,2.9492,2.1157,0.0000,112,524
walking,0,2.8687,2.5487,0.0000,112,525
walking,0,2.8423,2.9699,0.0000,112,523
walking,0,3.3581,2.9488,0.0000,112,525
walking,0,2.2060,2.8702,0.0000,112,521
walking,0,2.7814,2.8409,0.0000,112,525
walking,0,2.6650,3.3565,0.0000,112,525
walking,0,2.9348,2.2071,0.0000,112,521
walking,0,2.7001,2.7813,0.0000,112,524
walking,0,3.0559,2.6656,0.0000,112,525
walking,0,3.4052,2.9351,0.0000,112,525
walking,0,2.8026,2.6994,0.0000,112,523
walking,0,1.9939,3.0567,0.0000,112,525
walking,0,2.8021,3.4032,0.0000,112,525
walking,0,2.9976,2.8045,0.0000,112,524
walking,0,2.7625,1.9927,0.0000,112,525
walking,0,3.0044,2.8027,0.0000,112,523
walking,0,2.6888,2.9986,0.0000,112,525
walking,0,3.8903,2.7617,0.0000,112,524
walking,0,3.7997,3.0050,0.0000,112,524
walking,0,4.1954,2.6882,0.0000,112,521
walking,0,2.1802,3.8941,0.0000,112,525
walking,0,3.0174,3.7987,0.0000,112,523
walking,0,3.0622,4.1959,0.0000,112,525
walking,0,2.8992,2.1777,0.0000,112,521
walking,0,3.0021,3.0207,0.0000,112,525
walking,0,3.0109,3.0601,0.0000,112,523
walking,0,3.8662,2.8986,0.0000,112,521
walking,0,2.8116,3.0074,0.0000,112,525
walking,0,1.9603,3.0042,0.0000,112,523
walking,0,2.8721,3.8669,0.0000,112,521
walking,0,2.5695,2.8109,0.0000,112,522
walking,0,3.0947,1.9581,0.0000,112,521
walking,0,3.8087,2.8743,0.0000,112,521
walking,0,2.9486,2.5676,0.0000,112,520
